1, Aakre vald Tartumaa, 58.1223, 26.2894
400, Paadremaa vald Läänemaa, 58.87367, 24.21786
401, Paadremaa Läänemaa, 58.9013, 23.8738
402, Paasvere Virumaa, 59.2446, 26.4092
403, Paasvere mõis Virumaa, 59.199, 26.202
404, Paasvere vald Virumaa, 59.2106, 26.3762
405, Paatsalu vald Läänemaa, 58.72721, 23.85658
406, Pada vald Virumaa, 59.0318, 26.7263
407, Paide, 58.8831, 25.5578
408, Paidla vald Tartumaa, 58.3786, 26.6187
409, Paidla-Neeruti vald Tartumaa, 58.610, 26.232
410, Pajusi vald Viljandimaa, 58.4514, 26.419
411, Pala Tartumaa, 58.5219, 27.1376
412, Pala mõis Tartumaa, 58.700, 26.879
413, Pala vald Tartumaa, 58.581, 26.875
414, Palamuse Tartumaa, 58.7718, 26.2399
415, Paldiski, 59.3490, 24.0491
416, Palivere vald Laanemaa, 58.9615, 23.8253
417, Palmse vald Virumaa, 59.54942, 26.24992
418, Palmse, 59.530, 26.310
419, Palmse Virumaa, 59.460, 26.300
420, Palu vald Järvamaa, 58.9858, 25.6699
421, Palupera Tartumaa, 58.0915, 26.2221
422, Palupera vald Tartumaa, 58.0316, 26.0738
423, Pangodi Tartumaa, 58.5319, 26.8827
424, Pangodi vald Tartumaa, 58.5319, 26.8827
425, Pari vald Viljandimaa, 58.3633, 25.4225
426, Parnu, 58.3854, 24.4965
427, Parsamaa vald Saaremaa, 58.303, 22.653
428, Parsamaa Saaremaa, 58.594, 22.011
429, Pati Parnumaa, 58.6226, 24.4041
430, Pati vald Parnumaa, 58.1823, 24.7533
431, Patkula vald Valgamaa, 57.8623, 26.0616
432, Peetri Virumaa, 59.3945, 24.8364
433, Peningi Harjumaa, 59.2621, 25.2462
434, Peningi vald Harjumaa, 59.08185, 24.20258
435, Penuja vald Pärnumaa, 58.09652, 24.6925
436, Peri Vorumaa, 57.6826, 27.2629
437, Peri vald Tartumaa, 58.191, 26.380
438, Peri vald Võrumaa, 57.765, 26.487
439, Perila mõis Harjumaa, 59.4144, 24.5306
440, Peterburg venemaa, 59.9343, 30.3351
441, Peterburg, 59.9343, 30.3351
442, Peterburi kub., 59.93995, 30.31532
443, Peterburi, 59.939, 30.315
444, Peterburi Venemaa, 59.9375, 30.3086
445, Petserimaa Võrumaa, 57.566, 27.264
446, Pihkva kubermang Venemaa, 57.8157, 27.6338
447, Pihtla vald Saaremaa, 58.307, 22.580
448, Piirsalu vald Järvamaa, 58.7980, 24.6530
449, Pilistvere Viljandimaa, 58.46633, 25.74057
450, Pilkuse vald Tartumaa, 58.3497, 26.6467
451, Pindi mõis Võrumaa, 57.842, 27.192
452, Poide kihelkond, 58.4814783, 22.966177
453, Polli Parnumaa, 58.4223, 24.4061
454, Polli mõis Pärnumaa, 58.4869, 24.6614
455, Polli vald Parnumaa, 58.0122, 24.4423
456, Polli vald Pärnumaa, 58.20015, 24.73273
457, Poogle vald Parnumaa, 58.6128, 24.7635
458, Poogle vald Pärnumaa, 58.39632, 24.60668
459, Pootsi vald Pärnumaa, 58.16364, 24.64369
460, Porkuni mõis Virumaa, 59.205, 25.986
461, Porkuni vald Virumaa, 59.107, 26.232
462, Porkuni Viljandimaa, 58.7887, 25.7664
463, Pornuse vald Parnumaa, 58.3839, 24.3639
464, Pornuse Pärnumaa, 58.402, 24.876
465, Port-Kunda Virumaa, 59.459, 26.568
466, Prangli vald Tartumaa, 58.0231016, 26.6632219
467, Preedi mõis Järvamaa, 58.825, 25.307
468, Puhja kihelkond, 58.3385195, 26.2791917
469, Puhja klk., 58.36438, 26.44746
470, Puhja Tartumaa, 58.2762, 26.1975
471, Puiatu vald Viljandimaa, 58.49486, 25.64419
472, Pussi Virumaa, 59.3195, 27.3093
473, Pussi vald Virumaa, 59.3895, 27.0321
474, Puurmani vald Tartumaa, 58.521, 26.347
475, Pärnu Pärnumaa, 58.3850, 24.4976
476, Pärnumaa, 58.49796, 24.96276
477, Päti vald Pärnumaa, 58.347, 24.651
478, Pätküla vald Valgamaa, 57.97908, 26.10994
479, Pätküla Valgamaa, 57.8875, 26.2486
480, Pääsküla Harjumaa, 59.369, 24.664
481, Põltsamaa Viljandimaa, 58.65443, 25.95883
482, Põltsamaa maakond Pärnumaa, 58.5959, 25.9572
483, Põltsamaa vald Viljandimaa, 58.656, 25.971
484, Põltsamaa, 58.6527, 25.9639
485, Põlva Võrumaa, 58.06394, 27.05353
486, Pühajärve küla, 57.9816, 26.5011
487, Püssi vald Virumaa, 59.33036, 27.01854
488, Raadi Tartumaa, 58.3546, 26.7482
489, Raadi vald Tartumaa, 58.392, 26.806
490, Raama vald Pärnumaa, 58.1487, 25.4122
491, Raasiku Harjumaa, 59.3083, 25.2012
492, Rae vald Harjumaa, 59.3806, 24.9513
493, Ragavere vald Virumaa, 58.9534, 25.7035
494, Raiküla vald Harjumaa, 59.125, 24.429
495, Rakke jaamas Järvamaa, 58.9952, 26.2022
496, Rakvere vald Virumaa, 59.3551, 26.459
497, Rakvere, 59.346, 26.3584
498, Ranna vald Tartumaa, 58.1495, 27.1391
499, Rannamõisa Harjumaa, 59.3700, 24.3897
500, Rannu Tartumaa, 58.3561, 26.4156
501, Rannu vald Tartumaa, 58.377, 26.289
502, Rapina vald Vorumaa, 58.1051, 27.462
503, Rapla vald Harjumaa, 58.9999, 24.805
504, Rapla, 59.005, 24.792
505, Rapla Harjumaa, 59.007, 24.792
506, Rasina vald Tartumaa, 58.4573, 26.411
507, Rattama talu Viljandimaa, 58.4722, 25.4064
508, Ravila Harjumaa, 59.2849, 24.8602
509, Rebase Kaagjarve Valgamaa, 57.7766, 26.1865
510, Reigi Hiiumaa, 58.866, 22.618
511, Reiu Parnumaa, 58.3792, 24.4782
512, Reiu vald Pärnumaa, 58.5019, 24.47962
513, Ridala Läänemaa, 58.9293, 23.7779
514, Riia, 56.9496, 24.1052
515, Riidaja Viljandimaa, 58.3639, 25.2604
516, Riidaja vald Viljandimaa, 58.3021, 25.3723
517, Risti Harjumaa, 59.025, 24.176
518, Ristimae kula Undla Virumaa, 59.0032, 27.592
519, Roela Tartumaa, 58.7022, 26.3647
520, Roela Virumaa, 59.3001, 26.635
521, Roela vald Tartumaa, 58.7998, 26.1659e
522, Roela vald Viljandimaa, 59.2837, 26.3536
523, Roela vald Virumaa, 59.3664, 26.4285
524, Rongu kirikum Tartumaa, 58.30962, 26.64904
525, Rongu vald Tartumaa, 58.221, 26.430
526, Rongu, 58.210, 26.455
527, Rongu Tartumaa, 58.207, 26.486
528, Ropka vald Tartumaa, 58.411, 26.716
529, Ruhja alev Latvia, 57.2902, 25.9362
530, Räpina vald Tartumaa, 58.096, 27.467
531, Räpina vald Võrumaa, 58.0956, 27.4701
532, Rõngu vald Tartumaa, 58.2459, 26.2617
533, Rõuge vald Võrumaa, 57.7332, 26.9951
534, Rõuge Võrumaa, 57.7324, 26.9955
535, Saadjarve vald Tartumaa, 58.3290, 26.3720
536, Saadjärve vald Tartumaa, 58.12156, 26.4229
537, Saadjärve Tartumaa, 58.4308, 26.7591
538, Saaremaa, 58.4908, 22.7678
539, Saksi vald Virumaa, 59.222, 26.840
540, Saku Harjumaa, 59.3136, 24.6524
541, Saku vald Harjumaa, 59.29327, 24.6515
542, Salla vald Virumaa, 59.373, 26.597
543, Salla Virumaa, 59.0008, 27.0652
544, Sammuli Viljandi, 58.2404, 25.6037
545, Sammulil Viljandi, 58.2404, 25.6037
546, San Francisco, 37.7749, -122.4194
547, Sangaste Korval Valgamaa, 57.81743, 26.09809
548, Sangaste vald Valgamaa, 57.8765, 26.0766
549, Sangaste, 57.992, 26.098
550, Sangaste Valgamaa, 57.9333, 26.0677
551, Sarevere vald Jarvamaa, 58.9464, 25.5952
552, Saru vald Võrumaa, 57.745, 26.668
553, Saue vald Harjumaa, 59.312, 24.553
554, Sauga vald Pärnumaa, 58.2694, 24.5543
555, Saulepi vald Laanemaa, 59.0406, 23.6148
556, Seidla Jarvamaa, 59.2275, 25.8408
557, Seli vald Pärnumaa, 58.2196, 24.5782
558, Simuna Virumaa, 59.2559, 26.3449
559, Simuna küla Virumaa, 59.301, 26.473
560, Sinalepa vald Läänemaa, 58.88269, 23.64317
561, Sindi Parnumaa, 58.4068, 24.6611
562, Sindi Pärnumaa, 58.39467, 24.66061
563, Sindi, 58.4071, 24.6655
564, Sindis Parnumaa, 58.1349, 24.7559
565, Sippa vald Laanemaa, 58.8366, 23.5713
566, Sooniste vald Läänemaa, 58.94294, 24.13241
567, Sooniste Läänemaa, 58.8781, 24.0247
568, Sooru vald Valgamaa, 57.870, 26.397
569, Soosaare Viljandimaa, 58.66306, 25.94716
570, Soosaare mõis Viljandimaa, 58.383, 25.913
571, Soosaare vald Viljandimaa, 58.5454, 25.6909
572, Sootaga Tartumaa, 58.3554, 26.8837
573, Sootaga vald Tartumaa, 58.429, 26.330
574, Sosnitsa vald Peterburg, 59.9005, 30.5761
575, Suigu vald Pärnumaa, 58.6787, 24.4896
576, Surgavere vald Viljandimaa, 58.3726, 25.7989
577, Sutlepa vald Laanemaa, 59.025, 23.5299
578, Suur-Irbeni kula Kuramaa, 57.7694, 22.0434
579, Suur-Konguta vald Tartumaa, 58.343, 26.584
580, Suure-Jaani Viljandimaa, 58.5364, 25.4276
581, Suure-Kambja vald Tartumaa, 58.3177, 26.1358
582, Suure-Kopu vald Viljandimaa, 58.4587, 25.6197
583, Suure-Kõpu vald Viljandimaa, 58.06517, 25.87318
584, Suuremoisa Hiiumaa, 58.8404, 22.9987
585, Suurevald Hiiumaa, 58.9027, 22.7124
586, Szolnok Ungari, 47.1867, 20.1814
587, Sänna mõis Võrumaa, 57.8806, 26.6705
588, Särevere Järvamaa, 58.7943, 25.6057
589, Sõmerpalu Võrumaa, 57.9243, 26.9425
590, Sõmerpalu vald Võrumaa, 57.848, 27.209
591, Taagepera Viljandimaa, 57.8807, 25.6535
592, Taagepera vald Valgamaa, 57.9345, 26.2235
593, Taagepera vald Viljandimaa, 58.0656, 25.5452
594, Taagepera Valgamaa, 58.118, 25.608
595, Taali Parnumaa, 58.3305, 24.6969
596, Taali vald Parnumaa, 58.3711, 24.7846
597, Taali vald Pärnumaa, 58.2304, 24.4238
598, Taebla vald Läänemaa, 58.997, 23.679
599, Taevere vald Viljandimaa, 58.3723, 25.3827
600, Taevere Viljandimaa, 58.5225, 25.4117
601, Taheva vald Valgamaa, 57.8196, 26.1205
602, Tahkuranna vald Parnumaa, 58.3122, 24.3473
603, Tahkuranna vald Pärnumaa, 58.2795, 24.5423
604, Tahkvere vald Tartumaa, 58.31483, 26.87521
605, Tahtvere Tartumaa, 58.3322, 26.6885
606, Tahtvere vald Tartumaa, 58.413, 26.640
607, Talli vald Pärnumaa, 58.37288, 24.28622
608, Tallinn Harjumaa, 59.4370, 24.7536
609, Tallinn, 59.437, 24.7536
610, Tamme vald Tartumaa, 58.2465, 26.3312
611, Tammiste mois Parnumaa, 58.1574, 24.7512
612, Tammiste vald Pärnumaa, 58.3302, 24.8302
613, Tammiste, 58.269, 26.759
614, Tamse mõis Muhu, 58.605, 23.318
615, Tapa Virumaa, 59.2596, 25.9601
616, Tartu vald Tartumaa, 58.343, 26.556
617, Tartu Tartumaa, 58.3776, 26.7290
618, Tartu, 58.3776, 26.7291
619, Tartumaa, 58.4634, 26.7295
620, Tartvastu Viljandimaa, 58.4696, 25.8119
621, Tarvastu Viljandimaa, 58.2876, 25.8309
622, Tarvastu vald Viljandimaa, 58.1287, 25.6122
623, Tbilisi, 41.7151, 44.8271
624, Timo vald Vorumaa, 57.8018, 27.3174
625, Tohkri Vorumaa, 57.8423, 26.9992
626, Toila Ida-Virumaa, 59.4023, 27.5022
627, Tolliste vald Valgamaa, 57.9035, 25.7031
628, Toolamaa vald Võrumaa, 57.871, 27.030
629, Torgu Saaremaa, 58.2779, 22.183
630, Torgu vald Saaremaa, 58.219, 22.213
631, Tori Parnumaa, 58.3913, 24.4778
632, Tori Seljal Parnumaa, 58.6034, 24.3993
633, Tori kirikuvald Pärnumaa, 58.654, 24.395
634, Tori vald Parnumaa, 58.4841, 23.9384
635, Tori vald Pärnumaa, 58.39085, 24.57823
636, Torma vald Tartumaa, 58.764, 26.118
637, Torma Tartumaa, 58.689, 26.996
638, Torva, 58.0031, 25.9306
639, Triigi vald Harjumaa, 58.9541, 23.2325
640, Triigi, 58.797, 23.091
641, Triigi-Avispea koolimaja, 59.1861, 23.2604
642, Tsooru, 58.013, 27.576
643, Tsooru Võrumaa, 58.013, 27.576
644, Tudulinna vald Virumaa, 59.0324, 27.3144
645, Tuhalaane vald Viljandimaa, 58.237, 25.767
646, Tuhalaane Viljandimaa, 58.5401, 26.5727
647, Tuhalaanes Viljandimaa, 57.9395, 25.4666
648, Tuhulaane vald Viljandimaa, 58.36651, 25.97324
649, Tuki mõis Tartumaa, 58.501, 26.712
650, Tuula kubermang Venemaa, 55.96291, 37.85572
651, Tuusula Soome, 60.4057, 25.0244
652, Tõdva-Kõnnu Virumaa, 59.4808983, 25.7282547
653, Tõdva-Kõnnu Võrumaa, 57.7541, 26.9017
654, Tõlliste vald Valgamaa, 57.725, 26.132
655, Tõstamaa vald Pärnumaa, 58.553, 24.285
656, Tõstamaa, 58.310, 23.696
657, Uderna Tartumaa, 58.4135, 26.3903
658, Uderna, 58.266, 26.727
659, Uduvere Saaremaa, 58.3131, 22.0876
660, Ulila vald Tartumaa, 58.4019, 26.3543
661, Undla vald Virumaa, 59.1596, 26.7099
662, Undla Virumaa, 59.426, 26.344
663, Urvaste Võrumaa, 57.82471, 26.93148
664, Urvaste vald Võrumaa, 57.7316, 26.9424
666, Uue Kariste Parnumaa, 58.2874, 24.9982
667, Uue Vandra Parnumaa, 58.3345, 24.8619
668, Uue-Antsla mõis Võrumaa, 57.7285, 27.0715
669, Uue-Antsla Võrumaa, 57.7643, 26.3802
670, Uue-Kariste vald Pärnumaa, 58.4167, 25.1667
671, Uue-Mõisa vald Saaremaa, 58.46153, 22.10428
672, Uue-Poltsamaa Viljandimaa, 58.4804, 25.7917
673, Uue-Suislepa vald Viljandimaa, 58.391, 25.384
674, Uue-Vändra vald Pärnumaa, 58.6047, 25.1687
675, Uue-Võidu vald Viljandimaa, 58.1922, 25.6935
676, Uuemoisa Saaremaa, 58.4389, 21.9085
677, Uulu vald Parnumaa, 58.4313, 24.3175
678, Uulu vald Pärnumaa, 58.11399, 24.44968
679, Uusna Viljandimaa, 58.3014, 25.598
680, Uusna vald Viljandimaa, 58.3988, 25.3388
681, Vaabina Vorumaa, 57.7578, 26.8893
682, Vaatsa Jarvamaa, 58.8692, 26.7917
683, Vahastu vald Järvamaa, 58.7915, 25.7192
684, Vahi mõis Tartumaa, 58.4933, 27.0601
685, Vaigala Läänemaa, 58.884, 24.354
686, Vaikna vald Läänemaa, 58.998, 23.766
687, Vaikna Läänemaa, 58.998, 23.766
688, Vaimastvere vald Tartumaa, 58.5734, 26.4187
689, Vaimela vald Võrumaa, 57.7921, 27.0569
690, Vainjärve vald Järvamaa, 58.93062, 25.77776
691, Vaiste mõis Läänemaa, 58.7857, 24.2754
692, Vaivara Virumaa, 59.3305, 27.7637
693, Vaivara vald Virumaa, 59.39929, 27.75369
694, Valaste kula Jarvamaa, 59.2087, 26.2612
695, Valga, 57.7744, 26.0455
696, Valgamaa, 57.7638, 26.053
697, Valgejarva vald Vorumaa, 57.8303, 26.8512
698, Valgjarve vald Tartumaa, 57.9133, 26.6602
699, Valgjärve vald Võrumaa, 57.834, 26.804
700, Valguta vald Tartumaa, 58.2115, 27.0012
701, Valjala Saaremaa, 58.3853, 22.4701
702, Vana Laitsna Vorumaa, 57.9853, 27.0191
703, Vana Poltsamaa Viljandimaa, 58.4978, 25.4594
704, Vana Suislepa Viljandimaa, 58.479, 25.5077
705, Vana Vandra Parnumaa, 58.2823, 24.9573
706, Vana-Antsla Vorumaa, 57.7844, 26.5217
707, Vana-Antsla vald Võrumaa, 57.78926, 27.21177
708, Vana-Antsla, 57.759, 27.017
709, Vana-Kariste vald Pärnumaa, 58.3005, 24.9163
710, Vana-Koiola vald Vorumaa, 57.6948, 26.9457
711, Vana-Kuuste vald Tartumaa, 58.1509, 26.1849
712, Vana-Kuustevald Tartumaa, 58.4591, 26.703
713, Vana-Otepää vald Tartumaa, 58.012, 26.459
714, Vana-Piigaste Võrumaa, 57.785, 26.902
715, Vana-Põltsamaa vald Viljandimaa, 58.5646, 25.9127
716, Vana-Põltsamaa, 58.662, 26.060
717, Vana-Roosa vald Võrumaa, 57.8592, 26.6606
718, Vana-Suislepa vald Viljandimaa, 58.479, 25.5077
719, Vana-Tänassilma Viljandimaa, 58.289, 25.475
720, Vana-Vända vald Pärnumaa, 58.6186, 24.4498
721, Vana-Vändra Pärnumaa, 58.572, 24.832
722, Vanda vald Pärnumaa, 58.6085, 24.4835
723, Vandra Parnumaa, 58.5368, 24.9487
724, Vandra vald Parnumaa, 58.3908, 25.4894
725, Vandra-Viluvere Pärnumaa, 58.4840, 24.8997
726, Vao vald Virumaa, 59.2875, 25.6948
727, Vao Virumaa, 59.2139, 26.3408
728, Vara vald Tartumaa, 58.3047, 26.4025
729, Varangu vald Virumaa, 59.26343, 26.58866
730, Varbla kihelkond Läänemaa, 58.7346, 23.9048
731, Varbla vald Läänemaa, 58.482, 23.528
732, Varbola vald Harjumaa, 59.090, 24.334
733, Vasknarva vald Virumaa, 59.326, 27.876
734, Vastemoisa Viljandimaa, 58.0623, 25.5286
735, Vastemõisa vald Viljandimaa, 58.727, 25.437
736, Vastse Noo Tartumaa, 58.2465, 26.9011
737, Vastse-Kuuste vald Tartumaa, 58.1481, 26.9577
738, Vastse-Moisa vald Viljandimaa, 58.3937, 25.4464
739, Vastse-Nõo vald Tartumaa, 58.1379, 26.4166
740, Vastse-Otepää vald Tartumaa, 58.052, 26.476
741, Vastseliina Vorumaa, 57.8301, 27.1973
742, Vastseliina vald Vorumaa, 57.8185, 27.1756
743, Vastseliina vald Võrumaa, 57.788, 27.040
744, Vasula vald Tartumaa, 58.2831, 26.8616
745, Vee vald Parnumaa, 58.3857, 25.6746
746, Velise vald Läänemaa, 59.101, 24.138
747, Veltsa vald Läänemaa, 58.89183, 24.17219
748, Venemaa (Tartu), 58.3727, 26.7249
749, Venevere vald Virumaa, 59.019, 26.554
750, Veriora Võrumaa, 57.9988, 27.0577
751, Veriora vald Võrumaa, 57.9477, 27.0683
752, Veriora, 57.976, 27.180
753, Vesneri Tartumaa, 58.2174, 27.0516
754, Vigala vald Läänemaa, 58.8792, 24.3714
755, Vigala Läänemaa, 58.903, 23.903
756, Vihterpalu vald Harjumaa, 59.27603, 25.60337
757, Vihula vald Virumaa, 59.5739, 26.198
758, Viiburi, 60.71278, 28.75722
759, Viimsi mõis Harjumaa, 59.509, 24.847
760, Viiratsi vald Viljandimaa, 58.365, 25.579
761, Viljandi Viljandimaa, 58.36389, 25.59083
762, Viljandi vald Viljandimaa, 58.3259, 25.6164
763, Viljandi vald, 58.35067, 25.67802
764, Viljandi, 58.3639, 25.5906
765, Viru-Jaagupi Virumaa, 59.092, 26.313
766, Viru-Nigula Ida-Virumaa, 59.400, 26.692
767, Virumaa, 59.30118, 26.36694
768, Vohmuta Jarvamaa, 58.8992, 25.8044
769, Voisiku vald Viljandimaa, 58.0925, 25.8751
770, Voisiku Viljandimaa, 58.2852, 25.4301
771, Voka vald Virumaa, 59.392, 27.573
772, Voltveti vald Pärnumaa, 58.615, 24.516
773, Voltveti Pärnumaa, 58.170, 24.072
774, Vonnu maakond Lääne maakond, 58.88167, 23.85667
775, Voopsu alev Vorumaa, 57.863, 27.1375
776, Voopsu, 58.5454, 26.1689
777, Voru, 57.8363, 27.0196
778, Vorumaa, 57.8302, 26.9778
779, Vosu Virumaa, 59.5451, 25.8754
780, Votikvere vald Tartumaa, 58.343, 26.663
781, Väike-Antsla vald Võrumaa, 57.708, 26.563
782, Väike-Lähtru vald Läänemaa, 58.913333, 23.890556
783, Väike-Maarja kihelkond Virumaa, 59.1686, 26.1349
784, Vändra vald Pärnumaa, 58.6296, 24.8137
785, Värmland Sweden, 59.5263, 13.2495
786, Vääbina vald Võrumaa, 57.706, 26.665
787, Võhmuta vald Järvamaa, 58.98702, 25.72966
788, Võnnu vald Virumaa, 58.8766, 27.2192
789, Võnnu Läänemaa, 58.9696, 23.9478
790, Võnnu Virumaa, 58.9580, 26.5862
791, Võru vald Võrumaa, 57.903, 26.985
792, Änge vald Pärnumaa, 58.4756, 24.6829
793, Õisu vald Viljandimaa, 58.0991, 25.5009
794, Ülila Tartumaa, 58.4037, 26.7287
